aaa,bbb,ccc,ddd,eee,fff,ggg,hhh,iii,jjj,kkk,lll,mmm,nnn,ooo,ppp,qqq,rrr,sss,ttt,uuu,vvv,www,xxx,yyy,zzz,abc,bca,bcd,adc,aed,afg,ags,ahp,ail,ajm,bkx,ilm,hmt,xnl,aop,aph,aqr,gru,asi,atn,bus,avq,awn,axo,qyv,uzx,bap,nba,ncd,pdq,lek,mlf,gan,hur,iqp,Class
0,0,0,0,0,0.759427239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778548119,0.847985348,0,0,0,0,0,0.854092574,0.778548119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0.425900766,0,0,0,0,0.832554113
0,0,0,0,0.786193806,0,0.747639028,0,0,0,0,0,0,0.646346986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597649018,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0.425900766,0,0,0,0.586000666
0,0.691075591,0.621998002,0,0,0,0,0,0.749190809,0,0.721671662,0.641811522,0,0.646346986,0.731655012,0,0,0.826759907,0,0,0,0.847985348,0,0.847985348,0,0,0,0.854092574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811641692,0.754452214,0.425900766,0,0,0.758361638,0.425900766,0,0,0.425900766,0,0,0,0,0,0,0.425900766,0.425900766,0.425900766,0.823936064,0.729097569
0,0.691075591,0,0,0,0,0,0,0,0,0,0,0.717369297,0,0,0,0,0.826759907,0.851235431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626300366,0,0,0,0,0,0,0.425900766,0,0,0,0,0.731814852
0,0,0,0,0,0.759427239,0,0,0,0.728797869,0,0,0,0,0,0,0,0.826759907,0,0.839020979,0,0,0,0,0,0,0,0,0,0,0.838974359,0,0,0,0,0,0.597649018,0.722504163,0,0.852067932,0,0.811641692,0.754452214,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0.833213453
0,0,0.621998002,0,0.786193806,0,0,0,0,0,0,0,0,0,0,0,0,0.826759907,0,0.839020979,0,0,0.832647353,0,0,0,0,0.854092574,0,0,0.838974359,0,0,0,0,0,0,0.722504163,0.785534466,0.852067932,0,0.811641692,0,0,0.425900766,0,0,0,0,0.626300366,0,0,0,0,0,0.425900766,0,0,0,0.425900766,0,0.838707959
0,0,0.621998002,0,0.786193806,0,0,0,0,0,0.721671662,0,0,0,0,0.7801332,0.835897436,0,0,0,0,0,0,0.847985348,0,0,0.82983683,0,0,0,0,0.425900766,0,0,0,0,0.597649018,0,0,0,0,0,0,0.425900766,0.425900766,0,0,0,0,0,0.425900766,0.425900766,0,0,0,0,0,0,0,0,0,0.586013986
0,0,0,0,0,0,0.747639028,0,0,0,0,0.641811522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0.754452214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0.578041958
0.771468531,0,0.621998002,0,0,0,0,0,0.749190809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785534466,0,0,0.811641692,0,0,0,0,0,0,0.620586081,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0.760606061
0.771468531,0,0,0,0,0,0,0,0,0,0,0.641811522,0,0,0,0,0,0,0,0,0,0,0,0.847985348,0,0,0,0,0.778548119,0,0.838974359,0,0,0,0,0.425900766,0,0,0.785534466,0,0.425900766,0.811641692,0.754452214,0,0,0,0,0.425900766,0,0,0,0,0,0.425900766,0,0,0,0.425900766,0,0,0,0.702377622
0,0.691075591,0,0,0,0,0,0,0,0.728797869,0,0,0,0,0,0.7801332,0.835897436,0,0,0,0.778548119,0,0.832647353,0,0,0,0.82983683,0,0,0.841878122,0,0,0,0,0,0.425900766,0,0.722504163,0,0,0,0,0,0,0,0,0.758361638,0.425900766,0,0,0,0,0,0.425900766,0.425900766,0.425900766,0,0,0,0,0,0.784701965
0,0,0.621998002,0,0,0,0,0,0,0,0,0,0.717369297,0,0,0,0.835897436,0.826759907,0.851235431,0.839020979,0,0.847985348,0.832647353,0.847985348,0,0.839020979,0.82983683,0,0.778548119,0,0,0,0,0.425900766,0,0,0,0,0,0.852067932,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0.425900766,0,0,0,0.425900766,0,0.425900766,0.823936064,0.847718948
0,0,0,0.762457542,0,0,0,0,0.749190809,0.728797869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636769897
0,0,0.621998002,0,0,0,0.747639028,0.674605395,0,0,0,0.641811522,0,0,0,0,0.835897436,0,0,0.839020979,0,0,0,0,0,0,0,0,0,0,0,0,0.853573094,0,0,0.425900766,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0.425900766,0.425900766,0,0,0,0.823936064,0.613426573
0,0,0,0,0,0,0,0,0,0,0,0,0,0.646346986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852067932,0,0,0,0,0.425900766,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0.823936064,0.571335331
0.771468531,0,0.621998002,0,0,0,0,0,0,0,0,0,0.717369297,0,0,0.7801332,0,0,0,0.839020979,0,0,0,0,0,0.839020979,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0.811641692,0,0,0,0.597649018,0,0,0.620586081,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0.733539794
0.771468531,0,0,0,0,0,0.747639028,0,0,0,0,0,0.717369297,0.646346986,0.731655012,0,0.835897436,0.826759907,0,0,0,0,0.832647353,0,0,0,0,0,0.778548119,0,0,0,0,0.425900766,0,0,0.597649018,0,0,0,0.425900766,0.811641692,0,0.425900766,0,0,0,0.425900766,0.620586081,0,0.425900766,0,0,0.425900766,0,0,0,0.425900766,0,0,0,0.611981352
0,0,0.621998002,0,0.786193806,0,0,0.674605395,0,0,0.721671662,0.641811522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839020979,0.82983683,0,0.778548119,0,0.838974359,0.425900766,0.853573094,0,0,0,0,0,0,0,0,0,0.754452214,0.425900766,0,0,0,0.425900766,0,0,0,0.425900766,0.746586747,0.425900766,0.425900766,0.425900766,0,0,0,0.425900766,0.823936064,0.680932401
0,0,0.621998002,0,0,0,0,0,0,0,0,0,0.717369297,0,0,0,0,0.826759907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758361638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823936064,0.790842491
0,0,0.621998002,0,0.786193806,0,0,0,0,0.728797869,0,0.641811522,0,0.646346986,0,0,0.835897436,0,0,0.839020979,0.778548119,0.847985348,0,0.847985348,0.854092574,0,0,0,0,0,0,0,0,0,0,0,0.597649018,0,0,0,0.425900766,0,0,0,0.425900766,0,0.758361638,0,0,0,0,0,0.746586747,0,0,0,0.425900766,0.425900766,0,0,0.823936064,0.77032301
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847985348,0,0,0,0,0,0.854092574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0.842051282
0,0,0,0,0,0,0,0,0,0.728797869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853573094,0,0,0.425900766,0,0,0.785534466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0.663330003
0,0,0,0,0,0,0,0.674605395,0.749190809,0,0,0.641811522,0,0,0,0,0,0,0.851235431,0,0.778548119,0,0.832647353,0.847985348,0,0,0,0.854092574,0,0,0.838974359,0,0.853573094,0,0,0,0.597649018,0.722504163,0.785534466,0.852067932,0,0,0,0.425900766,0,0.597649018,0,0,0.620586081,0,0,0,0,0,0,0.425900766,0,0,0,0.425900766,0,0.820685981
0.771468531,0.691075591,0.621998002,0,0,0.759427239,0,0.674605395,0.749190809,0,0.721671662,0,0,0,0,0,0,0,0,0,0,0.847985348,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0.597649018,0,0,0,0,0,0,0,0,0,0.758361638,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0.823936064,0.749270729
0,0.691075591,0,0,0,0,0,0,0,0,0,0.641811522,0,0,0,0,0,0,0,0,0,0,0.832647353,0.847985348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765174825
0.771468531,0,0,0,0.786193806,0.759427239,0.747639028,0,0.749190809,0,0.721671662,0,0,0,0,0.7801332,0.835897436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722504163,0,0.852067932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0.833699634
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826759907,0,0,0,0,0,0,0,0,0,0.854092574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620586081,0,0.425900766,0,0,0,0,0,0,0.425900766,0,0,0,0.590709291
0,0,0.621998002,0,0,0,0,0,0,0.728797869,0,0.641811522,0.717369297,0.646346986,0,0,0,0,0,0.839020979,0,0.847985348,0.832647353,0.847985348,0.854092574,0,0.82983683,0.854092574,0,0.841878122,0,0,0.853573094,0.425900766,0,0,0,0,0.785534466,0,0,0,0,0,0,0,0.758361638,0,0.620586081,0,0,0,0.746586747,0,0,0.425900766,0,0,0.425900766,0,0,0.829430569
0,0,0,0,0,0,0,0,0,0,0,0,0.717369297,0,0,0,0,0.826759907,0,0,0,0,0,0,0,0,0,0,0.778548119,0,0,0,0,0,0,0,0,0.722504163,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0.820559441
0,0.691075591,0,0,0,0,0.747639028,0.674605395,0,0,0,0,0,0.646346986,0,0,0.835897436,0,0,0,0,0,0.832647353,0.847985348,0,0,0,0.854092574,0,0,0,0.425900766,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626300366,0.425900766,0,0,0,0,0,0,0.425900766,0,0,0,0.734372294
0,0,0,0.762457542,0,0.759427239,0.747639028,0,0,0.728797869,0,0.641811522,0,0,0,0,0.835897436,0,0.851235431,0,0,0,0,0,0.854092574,0,0,0,0.778548119,0,0,0,0.853573094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758361638,0,0.620586081,0,0,0.425900766,0,0,0,0,0,0.425900766,0,0.425900766,0,0.793746254
0,0,0,0,0,0,0,0,0.749190809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766
0,0,0.621998002,0,0.786193806,0.759427239,0,0,0,0,0,0,0.717369297,0,0.731655012,0,0,0.826759907,0,0.839020979,0,0.847985348,0,0,0,0.839020979,0,0,0,0.841878122,0,0,0,0,0,0,0.597649018,0,0.785534466,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0.425900766,0,0,0,0,0.425900766,0,0.781704962
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.838974359,0,0,0,0,0,0,0.722504163,0,0,0,0.811641692,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0.692001332
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835897436,0,0,0,0,0.847985348,0,0,0.854092574,0.839020979,0,0.854092574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0.425900766,0,0,0,0.851015651
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832647353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722504163,0,0,0,0,0,0,0,0,0,0,0,0.626300366,0,0,0,0,0,0,0,0,0,0,0,0.773886114
0,0,0,0,0,0,0,0.674605395,0,0,0,0,0,0,0,0,0,0,0.851235431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823936064,0.623849484
0,0,0,0,0,0,0,0,0,0.728797869,0,0,0,0,0.731655012,0.7801332,0,0,0,0,0,0.847985348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597649018,0.722504163,0,0.852067932,0,0,0,0,0,0,0,0,0,0.626300366,0,0,0,0,0,0.425900766,0,0,0,0,0,0.760526141
0,0,0,0,0,0.759427239,0,0,0,0.728797869,0,0.641811522,0,0,0,0,0,0.826759907,0,0,0.778548119,0,0,0,0.854092574,0,0,0,0,0,0.838974359,0,0,0.425900766,0,0,0,0,0,0,0,0,0.754452214,0.425900766,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0.809397269
0.771468531,0.691075591,0,0,0.786193806,0.759427239,0,0,0,0.728797869,0,0.641811522,0.717369297,0,0,0.7801332,0,0,0,0,0,0.847985348,0.832647353,0,0,0.839020979,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0.425900766,0.811641692,0,0,0,0,0,0.425900766,0.620586081,0,0.425900766,0.425900766,0,0.425900766,0,0,0,0.425900766,0,0.425900766,0,0.675484515
0,0,0,0.762457542,0,0,0,0,0,0,0,0.641811522,0,0,0,0,0,0,0,0.839020979,0.778548119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758361638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794139194
0,0,0,0,0.786193806,0,0,0,0,0,0,0.641811522,0.717369297,0,0,0,0.835897436,0.826759907,0,0.839020979,0,0,0,0,0,0,0,0,0,0.841878122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0.823936064,0.803196803
0,0,0,0,0.786193806,0,0,0.674605395,0,0,0.721671662,0,0.717369297,0,0,0.7801332,0,0,0,0,0,0.847985348,0.832647353,0.847985348,0,0,0,0,0,0,0,0,0,0.425900766,0,0.425900766,0.597649018,0,0.785534466,0,0,0,0,0,0,0.597649018,0,0.425900766,0,0,0,0,0,0,0.425900766,0.425900766,0,0,0.425900766,0,0,0.665434565
0,0,0,0,0,0,0,0.674605395,0,0,0.721671662,0.641811522,0,0,0,0,0,0,0,0.839020979,0,0,0,0,0,0,0,0,0,0,0,0,0.853573094,0,0,0,0.597649018,0,0,0,0,0.811641692,0,0,0,0,0,0,0,0,0.425900766,0,0.746586747,0,0,0,0,0,0,0,0,0.788784549
0,0,0,0,0,0,0.747639028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832647353,0,0,0.839020979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832820513
0,0.691075591,0,0,0.786193806,0.759427239,0,0,0,0,0,0,0.717369297,0,0,0,0,0,0,0,0,0.847985348,0,0,0,0,0.82983683,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758361638,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0.425900766,0.823936064,0.77968032
0.771468531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839020979,0,0,0,0,0,0.839020979,0.82983683,0,0.778548119,0,0,0,0,0.425900766,0,0,0.597649018,0,0,0,0,0,0,0,0.425900766,0,0,0.425900766,0,0,0,0,0,0,0,0,0.425900766,0,0,0.425900766,0,0.51028305
0,0,0.621998002,0,0.786193806,0,0.747639028,0.674605395,0,0,0,0,0.717369297,0,0,0,0,0,0,0.839020979,0,0.847985348,0,0,0,0,0,0,0,0.841878122,0,0,0.853573094,0,0,0,0.597649018,0,0,0,0.425900766,0.811641692,0,0.425900766,0,0,0,0,0,0,0.425900766,0,0.746586747,0,0.425900766,0,0,0.425900766,0.425900766,0.425900766,0,0.654698635
0,0,0,0,0,0.759427239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832647353,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0.722504163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0.638854479
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7801332,0,0,0,0,0,0.847985348,0,0,0,0,0,0,0.778548119,0,0,0,0.853573094,0,0.425900766,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0.668891109
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.851235431,0.839020979,0,0,0,0,0,0,0,0,0,0,0.838974359,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0.812301032
0,0,0,0,0,0,0,0.674605395,0,0,0,0,0,0.646346986,0,0,0,0,0,0,0.778548119,0,0,0,0,0,0,0,0,0,0,0,0.853573094,0.425900766,0,0,0,0,0,0,0,0,0.754452214,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0.718747919
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854092574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620586081,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0.584995005
0,0.691075591,0,0,0,0,0,0,0,0,0,0,0,0.646346986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841878122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738188478
0.771468531,0,0,0,0,0,0.747639028,0,0.749190809,0.728797869,0,0,0,0,0,0,0,0,0,0,0,0.847985348,0.832647353,0,0,0.839020979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0.425900766,0,0,0,0.817182817
0,0.691075591,0.621998002,0,0.786193806,0.759427239,0,0,0,0,0.721671662,0,0.717369297,0,0,0,0,0.826759907,0,0,0,0,0,0,0,0,0.82983683,0.854092574,0,0.841878122,0,0,0,0,0,0,0,0,0,0,0,0.811641692,0,0,0.425900766,0,0,0,0.620586081,0.626300366,0.425900766,0,0,0.425900766,0,0,0.425900766,0,0,0,0,0.764515485
0,0,0,0,0,0.759427239,0.747639028,0.674605395,0,0.728797869,0.721671662,0,0,0,0.731655012,0,0.835897436,0,0,0,0.778548119,0,0,0.847985348,0,0,0,0,0.778548119,0.841878122,0.838974359,0,0,0.425900766,0,0,0.597649018,0.722504163,0,0.852067932,0,0,0,0,0,0,0,0,0,0,0.425900766,0.425900766,0,0,0,0,0,0,0.425900766,0.425900766,0.823936064,0.829350649
0,0,0.621998002,0.762457542,0.786193806,0,0,0,0,0,0.721671662,0.641811522,0.717369297,0.646346986,0.731655012,0,0,0,0,0,0.778548119,0,0.832647353,0,0.854092574,0,0,0.854092574,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626300366,0,0,0,0,0,0,0,0,0,0.425900766,0,0.755424575
0,0,0,0,0,0.759427239,0.747639028,0,0.749190809,0,0,0.641811522,0.717369297,0.646346986,0,0.7801332,0,0,0.851235431,0,0.778548119,0,0,0,0,0.839020979,0,0,0,0,0.838974359,0,0,0,0,0,0,0,0.785534466,0,0,0,0,0.425900766,0.425900766,0.597649018,0,0,0,0,0.425900766,0,0,0,0,0,0.425900766,0,0.425900766,0.425900766,0,0.713899434
0,0,0,0,0,0.759427239,0,0.674605395,0,0,0,0,0.717369297,0,0,0,0,0.826759907,0,0,0,0,0,0,0,0,0.82983683,0,0,0.841878122,0,0,0,0,0,0,0,0,0,0.852067932,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0.832161172
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.851235431,0,0,0,0,0,0,0,0.82983683,0,0,0,0.838974359,0,0,0,0,0,0.597649018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746586747,0,0,0,0,0,0,0.425900766,0.823936064,0.838707959
